[55807, 76565833]    True    [0, 1]
[780253, 6738541]    True    [2, 0]
[780917, 4685497]    True    [2, 2]
[781117, 2343349]    True    [2, 1]
[781589, 5471117]    True    [2, 2]
[782107, 9385273]    True    [1, 1]
[783283, 3916411]    True    [1, 1]
[783557, 5484893]    True    [2, 2]
[785773, 40074373]    True    [2, 1]
[786001, 3930001]    True    [3, 3]
[786109, 1572217]    True    [2, 0]
[786271, 7076431]    True    [0, 1]
[787429, 1574857]    True    [2, 1]
[787469, 24411509]    True    [2, 2]
[787981, 1575961]    True    [2, 0]
[787981, 6303841]    True    [2, 0]
[788209, 1576417]    True    [2, 3]
[788549, 4731289]    True    [2, 2]
[789031, 3156121]    True    [0, 1]
[789967, 3247639]    True    [0, 1]
[790021, 5530141]    True    [2, 1]
[790219, 7111963]    True    [1, 1]
[790261, 1580521]    True    [2, 0]
[790861, 2372581]    True    [2, 1]
[791093, 15030749]    True    [2, 2]
[791443, 3165769]    True    [1, 1]
[791899, 3959491]    True    [1, 1]
[792679, 3963391]    True    [0, 1]
[793069, 3965341]    True    [2, 1]
[793999, 9527977]    True    [0, 1]
[794341, 1588681]    True    [2, 0]
[795211, 31808401]    True    [1, 1]
[795349, 29427877]    True    [2, 0]
[795797, 29444453]    True    [2, 2]
[796141, 1592281]    True    [2, 1]
[796217, 9554593]    True    [2, 3]
[797021, 4782121]    True    [2, 2]
[797287, 3986431]    True    [0, 1]
[797497, 3322901]    True    [2, 2]
[797689, 3988441]    True    [2, 2]
[798403, 3992011]    True    [1, 1]
[798517, 1597033]    True    [2, 1]
[798517, 5323441]    True    [2, 1]
[798569, 5589977]    True    [2, 3]
[798691, 7188211]    True    [1, 1]
[799021, 2130721]    True    [2, 0]
[799021, 2397061]    True    [2, 0]
[800407, 2134417]    True    [0, 1]
[801631, 5932063]    True    [0, 1]
[801631, 6413041]    True    [0, 1]
[801733, 15232909]    True    [2, 1]
[801809, 4810849]    True    [3, 4]
[802733, 1490789]    True    [2, 2]
[802783, 5351881]    True    [0, 1]
[803059, 3212233]    True    [1, 1]
[804259, 2144689]    True    [1, 1]
[804607, 4023031]    True    [0, 1]
[804901, 1609801]    True    [2, 0]
[805339, 3221353]    True    [1, 1]
[807017, 9684193]    True    [1, 3]
[807127, 5767999]    True    [0, 1]
[807749, 4846489]    True    [2, 2]
[808177, 3030661]    True    [2, 1]
[808681, 1482581]    True    [2, 2]
[808693, 2426077]    True    [2, 0]
[808721, 5661041]    True    [3, 4]
[809101, 2427301]    True    [2, 1]
[809297, 5665073]    True    [2, 4]
[810343, 3241369]    True    [0, 1]
[810391, 12966241]    True    [0, 1]
[810853, 2432557]    True    [2, 1]
[810989, 5676917]    True    [2, 2]
[811351, 3245401]    True    [0, 1]
[812173, 11370409]    True    [2, 0]
[812599, 4062991]    True    [0, 1]
[814063, 3256249]    True    [0, 1]
[814237, 112364569]    True    [2, 0]
[814531, 6516241]    True    [1, 1]
[814991, 13118711]    True    [0, 0]
[815471, 19571281]    True    [0, 0]
[815527, 4349473]    True    [0, 1]
[815933, 5135573]    True    [2, 2]
[816589, 3447817]    True    [2, 0]
[817783, 29440153]    True    [0, 1]
[818281, 2454841]    True    [2, 1]
[818473, 2250799]    True    [0, 1]
[818569, 4911409]    True    [2, 2]
[818581, 1637161]    True    [2, 0]
[818959, 3158839]    True    [0, 1]
[819289, 1911673]    True    [2, 2]
[819463, 1873057]    True    [0, 1]
[820201, 1230301]    True    [2, 1]
[820213, 2460637]    True    [2, 1]
[820231, 3444967]    True    [0, 1]
[820243, 3280969]    True    [1, 1]
[820349, 19688353]    True    [2, 2]
[820427, 30355763]    True    [1, 0]
[820753, 3283009]    True    [3, 3]
[821143, 4105711]    True    [0, 1]
[821467, 6571729]    True    [1, 1]
[821479, 26287297]    True    [0, 1]
[821677, 20541901]    True    [2, 1]
[822379, 3289513]    True    [1, 1]
[823117, 5761813]    True    [2, 0]
[823399, 4116991]    True    [0, 1]
[823421, 4940521]    True    [2, 2]
[823621, 1647241]    True    [2, 1]
[823789, 1372981]    True    [2, 1]
[824081, 4944481]    True    [2, 4]
[824683, 10720867]    True    [1, 1]
[824933, 54445513]    True    [2, 2]
[825301, 1650601]    True    [2, 1]
[825329, 44567713]    True    [3, 4]
[825397, 1650793]    True    [2, 0]
[825397, 2476189]    True    [2, 0]
[825679, 1454767]    True    [0, 1]
[825739, 112300369]    True    [1, 1]
[826069, 1652137]    True    [2, 1]
[826351, 1322161]    True    [0, 1]
[826699, 23974243]    True    [1, 1]
[826759, 3307033]    True    [0, 1]
[827023, 3308089]    True    [0, 1]
[827737, 1655473]    True    [0, 2]
[827851, 6622801]    True    [1, 1]
[828349, 16566961]    True    [2, 0]
[828449, 4970689]    True    [3, 5]
[829013, 14922217]    True    [2, 2]
[829453, 1531297]    True    [2, 1]
[830309, 19927393]    True    [2, 2]
[830551, 3986641]    True    [0, 1]
[830677, 1661353]    True    [2, 1]
[830677, 9968113]    True    [2, 1]
[830719, 1265857]    True    [0, 1]
[830789, 5815517]    True    [2, 2]
[831221, 4987321]    True    [2, 2]
[831757, 1663513]    True    [2, 0]
[831757, 30774973]    True    [2, 0]
[833717, 50022961]    True    [2, 2]
[834277, 1668553]    True    [2, 1]
[834511, 4005649]    True    [0, 1]
[834941, 9017353]    True    [2, 2]
[835033, 13778029]    True    [2, 1]
[835141, 5177869]    True    [2, 0]
[835831, 4179151]    True    [0, 1]
[836347, 1433737]    True    [1, 1]
[836677, 30957013]    True    [2, 1]
[837721, 5584801]    True    [2, 1]
[838063, 2234833]    True    [0, 1]
[838471, 4192351]    True    [0, 1]
[839051, 10907651]    True    [1, 0]
[839911, 3359641]    True    [0, 1]
[840163, 3360649]    True    [1, 1]
[841333, 5047993]    True    [2, 1]
[842249, 5895737]    True    [2, 3]
[842581, 1348129]    True    [2, 0]
[843181, 21079501]    True    [2, 0]
[843229, 1967533]    True    [2, 0]
[844201, 2532601]    True    [2, 0]
[844429, 1688857]    True    [2, 0]
[846061, 5922421]    True    [2, 0]
[846661, 1422061]    True    [2, 0]
[846877, 4234381]    True    [2, 1]
[847279, 1976983]    True    [0, 1]
[847423, 1977319]    True    [0, 1]
[847933, 2543797]    True    [2, 1]
[849061, 1698121]    True    [2, 1]
[849727, 6514567]    True    [0, 1]
[849829, 5098969]    True    [2, 1]
[849943, 29181343]    True    [0, 1]
[852259, 3409033]    True    [1, 1]
[852457, 2131141]    True    [2, 1]
[852763, 4263811]    True    [1, 1]
[853189, 3412753]    True    [2, 0]
[853571, 4950707]    True    [1, 0]
[853903, 1992439]    True    [0, 1]
[854083, 4270411]    True    [1, 1]
[854957, 5129737]    True    [2, 2]
[855031, 3420121]    True    [0, 1]
[855199, 9977311]    True    [0, 1]
[856021, 5136121]    True    [2, 1]
[856813, 2570437]    True    [2, 0]
[856909, 3163969]    True    [2, 1]
[857221, 1714441]    True    [2, 0]
[857221, 1846321]    True    [2, 0]
[857357, 5144137]    True    [2, 2]
[857981, 2059153]    True    [2, 2]
[858433, 2575297]    True    [4, 5]
[858899, 61840657]    True    [1, 0]
[859037, 67004809]    True    [2, 2]
[859783, 1351087]    True    [0, 1]
[859783, 2735671]    True    [0, 1]
[859787, 92856889]    True    [1, 0]
[859933, 6592813]    True    [2, 1]
[860599, 2008063]    True    [0, 1]
[860779, 3443113]    True    [1, 1]
[862013, 5172073]    True    [2, 2]
[862117, 5172697]    True    [2, 1]
[862123, 6896977]    True    [1, 1]
[862123, 7759099]    True    [1, 1]
[864491, 2939267]    True    [1, 0]
[865349, 6057437]    True    [2, 2]
[866011, 20784241]    True    [1, 1]
[866389, 1732777]    True    [2, 1]
[867571, 1388113]    True    [1, 1]
[869461, 1738921]    True    [2, 1]
[869461, 2608381]    True    [2, 1]
[870911, 11321831]    True    [0, 0]
[871439, 10457257]    True    [0, 0]
[871531, 13944481]    True    [1, 1]
[873043, 4365211]    True    [1, 1]
[873541, 1455901]    True    [2, 1]
[873721, 1747441]    True    [2, 1]
[874459, 2040403]    True    [1, 1]
[875107, 5834041]    True    [1, 1]
[875239, 3500953]    True    [0, 1]
[875239, 7877143]    True    [0, 1]
[875683, 3502729]    True    [1, 1]
[878467, 4392331]    True    [1, 1]
[879247, 1172329]    True    [0, 1]
[880349, 6162437]    True    [2, 2]
[880813, 2348833]    True    [2, 1]
[880909, 1761817]    True    [2, 0]
[881591, 11460671]    True    [0, 0]
[882029, 2268073]    True    [2, 2]
[882061, 1587709]    True    [2, 1]
[882593, 5295553]    True    [4, 5]
[882877, 2648629]    True    [2, 0]
[883411, 28269121]    True    [1, 1]
[883517, 5301097]    True    [2, 2]
[883621, 1178161]    True    [2, 0]
[885421, 1770841]    True    [2, 1]
[885977, 11517689]    True    [2, 3]
[886007, 11518079]    True    [0, 0]
[886183, 1530679]    True    [0, 1]
[886541, 5319241]    True    [2, 2]
[887101, 3548401]    True    [2, 1]
[887113, 1182817]    True    [1, 2]
[887567, 10650793]    True    [0, 0]
[887581, 1479301]    True    [2, 0]
[887671, 1183561]    True    [0, 1]
[887839, 3044017]    True    [0, 1]
[888133, 2664397]    True    [2, 0]
[888247, 1184329]    True    [0, 1]
[888541, 1777081]    True    [2, 1]
[888983, 11556767]    True    [0, 0]
[889001, 3022601]    True    [1, 3]
[889921, 9789121]    True    [5, 5]
[890107, 15131803]    True    [1, 1]
[890231, 9436439]    True    [0, 0]
[890317, 1780633]    True    [2, 0]
[890333, 5341993]    True    [2, 2]
[890707, 14251297]    True    [1, 1]
[890941, 1781881]    True    [2, 1]
[891091, 1603963]    True    [1, 1]
[891389, 2054069]    True    [2, 2]
[892351, 3509911]    True    [0, 1]
[892603, 3570409]    True    [1, 1]
[893107, 1190809]    True    [1, 1]
[893149, 5358889]    True    [2, 1]
[893383, 1403887]    True    [0, 1]
[893549, 5361289]    True    [2, 2]
[894139, 10729657]    True    [1, 1]
[894193, 2682577]    True    [3, 3]
[894391, 2862049]    True    [0, 1]
[894427, 18782947]    True    [1, 1]
[894637, 32206897]    True    [2, 1]
[894997, 1789993]    True    [2, 0]
[895159, 17903161]    True    [0, 1]
[895171, 4475851]    True    [1, 1]
[895901, 4121141]    True    [2, 2]
[896669, 5380009]    True    [2, 2]
[896947, 4484731]    True    [1, 1]
[896953, 3139333]    True    [2, 1]
[897067, 1196089]    True    [1, 1]
[897067, 3289243]    True    [1, 1]
[897157, 1794313]    True    [2, 1]
[897469, 4487341]    True    [2, 0]
[897781, 1795561]    True    [2, 0]
[898231, 3592921]    True    [0, 1]
[898543, 3594169]    True    [0, 1]
[898621, 1797241]    True    [2, 0]
[898873, 1348309]    True    [2, 0]
[899491, 4317553]    True    [1, 1]
[900061, 1800121]    True    [2, 1]
[900103, 1928791]    True    [0, 1]
[900511, 3602041]    True    [0, 1]
[900821, 5404921]    True    [2, 2]
[900937, 1501561]    True    [1, 2]
[901513, 1352269]    True    [2, 0]
[902401, 1804801]    True    [7, 7]
[902437, 6317053]    True    [2, 1]
[903451, 1626211]    True    [1, 1]
[903547, 3313003]    True    [1, 1]
[904087, 4520431]    True    [0, 1]
[904303, 1550233]    True    [0, 1]
[904489, 10401613]    True    [2, 1]
[904801, 1809601]    True    [4, 4]
[905053, 3620209]    True    [2, 1]
[905197, 6336373]    True    [2, 1]
[905213, 1551793]    True    [2, 2]
[905677, 1811353]    True    [2, 1]
[906013, 1208017]    True    [2, 0]
[906187, 1144657]    True    [1, 1]
[906229, 9968509]    True    [2, 0]
[907957, 3329173]    True    [2, 1]
[907967, 10895593]    True    [0, 0]
[908377, 14079829]    True    [2, 0]
[909061, 13272277]    True    [2, 0]
[909317, 5455897]    True    [2, 2]
[909437, 1405493]    True    [2, 2]
[909791, 21834961]    True    [0, 0]
[909901, 4751701]    True    [2, 0]
[910981, 3643921]    True    [2, 0]
[911219, 1562089]    True    [1, 0]
[911371, 1640467]    True    [1, 1]
[911527, 32814937]    True    [0, 1]
[911947, 7295569]    True    [1, 1]
[912497, 5474977]    True    [3, 4]
[912559, 37414879]    True    [0, 1]
[913723, 8223499]    True    [1, 1]
[914581, 10060381]    True    [2, 1]
[915113, 5490673]    True    [1, 3]
[916177, 1832353]    True    [3, 3]
[916261, 3665041]    True    [2, 1]
[916387, 4581931]    True    [1, 1]
[916781, 5500681]    True    [2, 2]
[918751, 8268751]    True    [0, 1]
[918793, 1378189]    True    [2, 0]
[919253, 11950277]    True    [2, 2]
[919531, 1226041]    True    [1, 1]
[920053, 1752481]    True    [2, 1]
[920279, 11043337]    True    [0, 0]
[920333, 5521993]    True    [2, 2]
[920539, 31605139]    True    [1, 1]
[920701, 5005261]    True    [2, 1]
[920741, 1104889]    True    [2, 2]
[921191, 66325681]    True    [0, 0]
[921677, 16590169]    True    [2, 2]
[921901, 1843801]    True    [2, 1]
[922351, 1458601]    True    [0, 1]
[922807, 2567809]    True    [0, 1]
[922861, 1845721]    True    [2, 1]
[922861, 3199249]    True    [2, 1]
[923203, 4127257]    True    [1, 1]
[923861, 1583761]    True    [2, 2]
[923869, 1847737]    True    [2, 0]
[923929, 1385893]    True    [2, 1]
[924337, 1848673]    True    [3, 2]
[925669, 1851337]    True    [2, 0]
[926503, 3706009]    True    [0, 1]
[926957, 12050429]    True    [2, 2]
[927973, 1237297]    True    [2, 0]
[929029, 1858057]    True    [2, 1]
[929077, 9290761]    True    [2, 1]
[930187, 4650931]    True    [1, 1]
[930409, 2326021]    True    [2, 1]
[930583, 1240777]    True    [0, 1]
[931621, 9316201]    True    [2, 1]
[932317, 30766429]    True    [2, 1]
[932431, 3729721]    True    [0, 1]
[933293, 12132797]    True    [2, 2]
[933931, 1494289]    True    [1, 1]
[934543, 3738169]    True    [0, 1]
[934723, 8412499]    True    [1, 1]
[935861, 12166181]    True    [2, 2]
[936127, 6240841]    True    [0, 1]
[936283, 1807243]    True    [1, 1]
[936511, 4682551]    True    [0, 1]
[936679, 4683391]    True    [0, 1]
[937819, 3751273]    True    [1, 1]
[937847, 3215473]    True    [0, 0]
[938071, 1250761]    True    [0, 1]
[938071, 2188831]    True    [0, 1]
[938659, 4693291]    True    [1, 1]
[939361, 6476641]    True    [4, 4]
[939973, 4699861]    True    [2, 1]
[940349, 6582437]    True    [2, 2]
[941461, 1882921]    True    [2, 0]
[942607, 1256809]    True    [0, 1]
[942607, 2513617]    True    [0, 1]
[942901, 7543201]    True    [2, 0]
[943699, 4718491]    True    [1, 1]
[943783, 2696521]    True    [0, 1]
[943801, 9202051]    True    [1, 1]
[944803, 15116833]    True    [1, 1]
[944893, 2834677]    True    [2, 0]
[945037, 20790793]    True    [2, 1]
[945293, 5671753]    True    [2, 2]
[945397, 1890793]    True    [2, 0]
[945577, 1260769]    True    [2, 2]
[945731, 7754987]    True    [1, 0]
[946207, 7569649]    True    [0, 1]
[946669, 6626677]    True    [2, 1]
[947431, 11369161]    True    [0, 1]
[948151, 18963001]    True    [0, 1]
[948449, 52164641]    True    [4, 5]
[949051, 3796201]    True    [1, 1]
[949261, 1752481]    True    [2, 1]
[949261, 8543341]    True    [2, 1]
[949471, 2278729]    True    [0, 1]
[952381, 1904761]    True    [2, 0]
[952771, 1832251]    True    [1, 1]
[953077, 2859229]    True    [2, 0]
[953521, 1430281]    True    [0, 2]
[954131, 12403691]    True    [1, 0]
[954181, 5005261]    True    [2, 1]
[954319, 3817273]    True    [0, 1]
[954853, 2864557]    True    [2, 1]
[954971, 2291929]    True    [1, 0]
[955469, 6013829]    True    [2, 2]
[955813, 1216489]    True    [2, 1]
[955951, 3823801]    True    [0, 1]
[955963, 1274617]    True    [1, 1]
[956929, 4784641]    True    [7, 8]
[957181, 1914361]    True    [2, 1]
[957211, 4594609]    True    [1, 1]
[957601, 40538401]    True    [4, 4]
[958141, 1916281]    True    [2, 1]
[958141, 2235661]    True    [2, 1]
[958381, 1150057]    True    [2, 1]
[959149, 4795741]    True    [2, 1]
[959689, 1919377]    True    [2, 2]
[960637, 1921273]    True    [2, 0]
[961141, 2114509]    True    [2, 1]
[961861, 8464369]    True    [2, 0]
[961957, 10581517]    True    [2, 0]
[962197, 10584157]    True    [2, 0]
[962461, 1924921]    True    [2, 0]
[962791, 4813951]    True    [0, 1]
[962839, 8665543]    True    [0, 1]
[963253, 1605421]    True    [2, 1]
[963301, 1926601]    True    [2, 1]
[963397, 9633961]    True    [2, 1]
[965161, 1194961]    True    [2, 2]
[965201, 6756401]    True    [2, 4]
[965317, 5791897]    True    [2, 0]
[965491, 3861961]    True    [1, 1]
[965989, 4185949]    True    [2, 0]
[966211, 3864841]    True    [1, 1]
[966439, 2255023]    True    [0, 1]
[966781, 6767461]    True    [2, 1]
[966961, 28041841]    True    [3, 3]
[967129, 16441177]    True    [2, 2]
[967261, 1934521]    True    [2, 0]
[968299, 3873193]    True    [1, 1]
[968329, 3873313]    True    [1, 2]
[968647, 4843231]    True    [0, 1]
[969037, 1938073]    True    [2, 0]
[969037, 2907109]    True    [2, 0]
[969259, 3877033]    True    [1, 1]
[969433, 1454149]    True    [2, 1]
[971029, 1186813]    True    [2, 0]
[972661, 32397061]    True    [2, 0]
[972847, 3011191]    True    [0, 1]
[972991, 2270311]    True    [0, 1]
[974107, 4870531]    True    [1, 1]
[974431, 3897721]    True    [0, 1]
[974849, 1810433]    True    [12, 13]
[975493, 7803937]    True    [2, 0]
[975943, 3903769]    True    [0, 1]
[976303, 2567809]    True    [0, 1]
[976933, 18561709]    True    [2, 1]
[977521, 4887601]    True    [3, 3]
[977611, 7820881]    True    [1, 1]
[977971, 2347129]    True    [1, 1]
[978181, 1422061]    True    [2, 0]
[978277, 1956553]    True    [2, 1]
[979651, 40165651]    True    [1, 1]
[980557, 2941669]    True    [2, 0]
[981809, 5890849]    True    [2, 4]
[982099, 23570353]    True    [1, 1]
[982147, 2500009]    True    [1, 1]
[982363, 3929449]    True    [1, 1]
[982909, 5897449]    True    [2, 1]
[983149, 1966297]    True    [2, 0]
[983179, 3932713]    True    [1, 1]
[983461, 3933841]    True    [2, 1]
[983491, 7867921]    True    [1, 1]
[983791, 1311721]    True    [0, 1]
[983791, 3935161]    True    [0, 1]
[985181, 34622041]    True    [2, 2]
[985417, 7883329]    True    [0, 0]
[985741, 1971481]    True    [2, 1]
[985807, 1314409]    True    [0, 1]
[986047, 4930231]    True    [0, 1]
[986509, 9865081]    True    [2, 1]
[986779, 3947113]    True    [1, 1]
[987541, 2962621]    True    [2, 0]
[987941, 3358997]    True    [2, 2]
[988021, 3622741]    True    [2, 1]
[988501, 4942501]    True    [2, 0]
[988733, 83053489]    True    [2, 2]
[988951, 1265857]    True    [0, 1]
[988963, 40547443]    True    [1, 1]
[991381, 2974141]    True    [2, 0]
[991567, 1322089]    True    [0, 1]
[991717, 2975149]    True    [2, 1]
[991723, 3966889]    True    [1, 1]
[991927, 7935409]    True    [0, 1]
[992371, 3969481]    True    [1, 1]
[993367, 16887223]    True    [0, 1]
[993437, 35763697]    True    [2, 2]
[994093, 2982277]    True    [2, 1]
[994621, 1422061]    True    [2, 0]
[994709, 2419561]    True    [2, 2]
[995053, 7960417]    True    [2, 0]
[997663, 4988311]    True    [0, 1]
[997933, 8751097]    True    [2, 1]
[998629, 1997257]    True    [2, 1]
[999269, 5995609]    True    [2, 2]
[1000033, 9000289]    True    [3, 2]
[1000037, 13000469]    True    [2, 2]
[1000133, 13001717]    True    [2, 2]
[1000357, 6002137]    True    [2, 0]
[1000541, 6003241]    True    [2, 2]
[1000541, 7003781]    True    [2, 2]
[1000589, 7004117]    True    [2, 2]
[1000829, 12009937]    True    [2, 2]
[1000921, 9008281]    True    [0, 1]
[1001069, 6006409]    True    [2, 2]
[1001069, 7007477]    True    [2, 2]
[1001237, 7008653]    True    [2, 2]
[1001569, 5007841]    True    [4, 4]
[1001669, 7011677]    True    [2, 2]
[1001797, 2003593]    True    [2, 1]
[1001821, 2003641]    True    [2, 1]
[1001821, 4007281]    True    [2, 1]
[1001977, 3005929]    True    [0, 2]
[1001977, 5009881]    True    [0, 2]
[1002077, 7014533]    True    [2, 2]
[1002241, 1703809]    True    [6, 6]
[1002241, 7516801]    True    [6, 6]
[1002241, 12928897]    True    [6, 6]
[1002341, 7016381]    True    [2, 2]
[1002481, 1503721]    True    [2, 1]
[1002797, 13036349]    True    [2, 2]
[1002821, 6016921]    True    [2, 2]
[1002821, 7019741]    True    [2, 2]
[1002917, 7020413]    True    [2, 2]
[1002917, 13037909]    True    [2, 2]
[1003369, 9030313]    True    [2, 2]
[1003609, 10370617]    True    [1, 2]
[1003757, 13048829]    True    [2, 2]
[1004053, 10040521]    True    [2, 1]
[1004209, 9539977]    True    [0, 2]
[1004429, 7030997]    True    [2, 2]
[1004477, 1552373]    True    [2, 2]
[1004477, 2100269]    True    [2, 2]
[1004477, 7031333]    True    [2, 2]
[1004477, 8675021]    True    [2, 2]
[1004477, 11962397]    True    [2, 2]
[1004477, 14153981]    True    [2, 2]
[1004669, 7032677]    True    [2, 2]
[1004761, 1674601]    True    [0, 2]
[1004761, 3014281]    True    [0, 2]
[1004761, 6363481]    True    [0, 2]
[1004761, 7703161]    True    [0, 2]
[1004977, 9547273]    True    [2, 1]
[1004981, 13064741]    True    [2, 2]
[1005049, 11055529]    True    [2, 0]
[1005049, 12730609]    True    [2, 0]
[1005241, 9047161]    True    [2, 0]
[1005413, 13070357]    True    [2, 2]
[1005541, 2011081]    True    [2, 0]
[1006037, 7042253]    True    [2, 2]
[1006237, 10062361]    True    [2, 1]
[1006253, 6037513]    True    [2, 2]
[1006301, 7044101]    True    [2, 2]
[1006493, 13084397]    True    [2, 2]
[1006781, 6040681]    True    [2, 2]
[1006877, 7048133]    True    [2, 2]
[1006949, 6041689]    True    [2, 2]
[1006969, 7048777]    True    [2, 2]
[1006969, 11076649]    True    [2, 2]
[1006969, 15104521]    True    [2, 2]
[1007021, 13091261]    True    [2, 2]
[1007137, 11078497]    True    [4, 4]
[1007161, 9064441]    True    [2, 2]
[1007309, 7051157]    True    [2, 2]
[1007401, 5037001]    True    [2, 1]
[1007557, 6045337]    True    [2, 1]
[1007861, 7055021]    True    [2, 2]
[1007921, 6047521]    True    [2, 4]
[1008101, 7056701]    True    [2, 2]
[1008181, 14114521]    True    [2, 1]
[1008817, 13114609]    True    [2, 3]
[1008901, 8071201]    True    [2, 0]
[1009037, 7063253]    True    [2, 2]
[1009037, 11387693]    True    [2, 2]
[1009061, 6054361]    True    [2, 2]
[1009061, 13117781]    True    [2, 2]
[1009153, 3027457]    True    [7, 8]
[1009201, 6559801]    True    [2, 2]
[1009201, 11605801]    True    [2, 2]
[1009301, 6055801]    True    [2, 2]
[1009301, 7065101]    True    [2, 2]
[1009537, 3028609]    True    [6, 6]
[1009537, 13123969]    True    [6, 6]
[1009573, 10095721]    True    [2, 0]
[1009781, 3433253]    True    [2, 2]
[1009781, 3635209]    True    [2, 2]
[1009781, 8280197]    True    [2, 2]
[1009781, 13127141]    True    [2, 2]
[1009901, 13128701]    True    [2, 2]
[1009997, 7069973]    True    [2, 2]
[1010069, 7070477]    True    [2, 2]
[1010329, 14144593]    True    [2, 2]
[1010353, 9093169]    True    [3, 1]
[1010353, 13134577]    True    [3, 1]
[1010357, 13134629]    True    [2, 2]
[1010473, 11115193]    True    [2, 2]
[1010501, 7073501]    True    [2, 2]
[1010549, 6063289]    True    [2, 2]
[1011029, 7077197]    True    [2, 2]
[1011277, 10112761]    True    [2, 0]
[1011281, 6067681]    True    [3, 4]
[1011641, 6069841]    True    [1, 3]
[1011733, 10117321]    True    [2, 1]
[1011737, 6070417]    True    [2, 3]
[1011749, 7082237]    True    [2, 2]
[1011889, 10118881]    True    [3, 3]
[1011937, 4553713]    True    [3, 3]
[1011937, 7589521]    True    [3, 3]
[1011937, 8601457]    True    [3, 3]
[1011973, 10119721]    True    [2, 1]
[1012261, 10122601]    True    [2, 0]
[1012369, 2530921]    True    [1, 1]
[1012369, 3543289]    True    [1, 1]
[1012373, 13160837]    True    [2, 2]
[1012397, 13161149]    True    [2, 2]
[1012637, 13164269]    True    [2, 2]
[1012721, 6076321]    True    [3, 4]
[1013029, 6078169]    True    [2, 1]
[1013041, 15195601]    True    [3, 1]
[1013237, 2750213]    True    [2, 2]
[1013237, 8829629]    True    [2, 2]
[1013237, 12303581]    True    [2, 2]
[1013377, 7093633]    True    [6, 6]
[1013641, 5068201]    True    [2, 2]
[1013681, 6082081]    True    [2, 4]
[1013717, 13178309]    True    [2, 2]
[1013741, 7096181]    True    [2, 2]
[1014317, 13186109]    True    [2, 2]
[1014341, 7100381]    True    [2, 2]
[1014341, 13186421]    True    [2, 2]
[1014557, 7101893]    True    [2, 2]
[1014649, 4227701]    True    [2, 2]
[1014649, 14374181]    True    [2, 2]
[1014677, 3356237]    True    [2, 2]
[1014677, 4292861]    True    [2, 2]
[1014677, 6166109]    True    [2, 2]
[1014677, 11785853]    True    [2, 2]
[1014677, 13190789]    True    [2, 2]
[1014677, 15064037]    True    [2, 2]
[1014677, 15454297]    True    [2, 2]
[1014697, 15220441]    True    [0, 2]
[1014821, 13192661]    True    [2, 2]
[1014889, 14208433]    True    [2, 2]
[1014973, 14209609]    True    [2, 0]
[1014989, 6089929]    True    [2, 2]
[1015061, 7105421]    True    [2, 2]
[1015073, 6090433]    True    [0, 5]
[1015277, 7106933]    True    [2, 2]
[1015517, 6093097]    True    [2, 2]
[1015517, 7108613]    True    [2, 2]
[1015517, 13201709]    True    [2, 2]
[1015661, 13203581]    True    [2, 2]
[1015829, 7110797]    True    [2, 2]
[1016237, 13211069]    True    [2, 2]
[1016341, 14228761]    True    [2, 0]
[1016357, 13212629]    True    [2, 2]
[1016489, 6098929]    True    [2, 3]
[1016569, 2089613]    True    [2, 2]
[1016569, 3783893]    True    [2, 2]
[1016569, 4122749]    True    [2, 2]
[1016569, 8189021]    True    [2, 2]
[1016569, 8866733]    True    [2, 2]
[1016569, 10561013]    True    [2, 2]
[1016569, 10899869]    True    [2, 2]
[1016569, 15248521]    True    [2, 2]
[1016621, 7116341]    True    [2, 2]
[1016689, 3558409]    True    [0, 1]
[1016689, 6608473]    True    [0, 1]
[1016881, 1440581]    True    [2, 2]
[1016881, 2457461]    True    [2, 2]
[1016881, 2965901]    True    [2, 2]
[1016881, 4999661]    True    [2, 2]
[1016881, 5508101]    True    [2, 2]
[1016881, 6016541]    True    [2, 2]
[1016881, 6524981]    True    [2, 2]
[1016881, 7033421]    True    [2, 2]
[1016881, 11100941]    True    [2, 2]
[1016881, 12626261]    True    [2, 2]
[1016881, 12711001]    True    [2, 2]
[1016881, 13134701]    True    [2, 2]
[1016881, 13643141]    True    [2, 2]
[1016881, 14151581]    True    [2, 2]
[1017061, 14238841]    True    [2, 1]
[1017077, 7119533]    True    [2, 2]
[1017173, 13223237]    True    [2, 2]
[1017293, 13224797]    True    [2, 2]
[1017437, 7122053]    True    [2, 2]
[1017481, 7122361]    True    [2, 2]
[1017649, 15264721]    True    [3, 1]
[1017889, 9669937]    True    [3, 2]
[1018057, 2036113]    True    [2, 2]
[1018177, 10181761]    True    [5, 5]
[1018177, 15272641]    True    [5, 5]
[1018201, 5091001]    True    [0, 2]
[1018253, 13237277]    True    [2, 2]
[1018301, 7128101]    True    [2, 2]
[1018301, 13237901]    True    [2, 2]
[1018421, 6110521]    True    [2, 2]
[1018421, 13239461]    True    [2, 2]
[1018429, 6110569]    True    [2, 1]
[1018477, 10184761]    True    [2, 1]
[1018489, 15277321]    True    [2, 2]
[1018709, 7130957]    True    [2, 2]
[1018949, 6113689]    True    [2, 2]
[1018993, 15284881]    True    [3, 3]
[1019093, 13248197]    True    [2, 2]
[1019257, 5096281]    True    [2, 2]
[1019257, 7134793]    True    [2, 2]
[1019261, 6115561]    True    [2, 2]
[1019377, 7135633]    True    [3, 0]
